workorder,open,close,tail,airframe,ata,label,label_id,cleaned_problem,original_problem,date,ata2,original_action
1161463,2/22/17,2/22/17,N528ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,2/22/17,7230,REMOVED & REPLACED GASKET.
1161464,2/22/17,2/23/17,N539ND,C172,7210,oil leak/pressure issue,c_34,FRONT CRANKSHAFT OIL PLUG LEAKING.,FRONT CRANKSHAFT OIL PLUG LEAKING.,2/23/17,7210,LEAK CK GOOD.
1161464,2/22/17,2/23/17,N539ND,C172,7230,baffle tie/tie rod loose or damage,c_11,BAFFLE TIE ON R/H BOTTOM SIDE BROKEN.,BAFFLE TIE ON R/H BOTTOM SIDE BROKEN.,2/22/17,7230,REMOVED & REPLACED BAFFLE TIE.
1161464,2/22/17,2/23/17,N539ND,C172,7210,oil leak/pressure issue,c_34,FRONT CRANKSHAFT OIL PLUG LEAKING.,FRONT CRANKSHAFT OIL PLUG LEAKING.,2/22/17,7210,"REMOVED PROP, REMOVED & REPLACED FWD CRANKSHAFT SEAL. R"
1161486,2/23/17,2/23/17,N563ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE LEAKING.,#1 INTAKE LEAKING.,2/23/17,7230,REMOVED & REPLACED GASKET.
1161487,2/23/17,2/24/17,N655ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE GASKET LEAKING.,#3 INTAKE GASKET LEAKING.,2/24/17,7230,INSTALLED NEW GASKET.
1161487,2/23/17,2/24/17,N655ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUGS TANGS BROKEN.,BAFFLE PLUGS TANGS BROKEN.,2/24/17,7230,INSTALLED NEW BAFFLE PLUGS.
1161499,2/24/17,2/24/17,N782ND,SEMI,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING ON R/H ENGINE.,#3 INTAKE LEAKING ON R/H ENGINE.,2/24/17,7230,REMOVED & REPLACED GASKET.
1161499,2/24/17,2/24/17,N782ND,SEMI,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING ON L/H ENGINE.,#4 INTAKE LEAKING ON L/H ENGINE.,2/24/17,7230,REMOVED & REPLACED GASKET.
1161503,2/24/17,2/3/17,N2081G,H300,7200,sniffler valve need maintenance,c_38,SNIFFLER VALVES DIRTY.,SNIFFLER VALVES DIRTY.,1/3/17,7200,CLEANED BOTH SNIFFLER VALVES.
1161513,2/24/17,2/24/17,N524ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,2/24/17,7230,REMOVED & REPLACED GASKET.
1161530,2/25/17,2/25/17,N574ND,C172,7230,engine run rough,c_24,"ENGINE RUNNING ROUGH ON TAKEOFF, CRUISE, CLIMB. WENT THROUGH","ENGINE RUNNING ROUGH ON TAKEOFF, CRUISE, CLIMB. WENT THROUGH",2/25/17,7230,"GROUND RAN A/C, COULD NOT DUPLICATE DISCREP. MAINTENANC"
1161561,2/27/17,3/13/17,N23ND,BE90,7200,aircraft start/external issue,c_1,COMPRESSOR WASH REQUIRED.,COMPRESSOR WASH REQUIRED.,1/3/17,7200,REMOVED R/H P3 FILTER & CAPPED LINES.
1161561,2/27/17,3/13/17,N23ND,BE90,7200,aircraft start/external issue,c_1,COMPRESSOR WASH REQUIRED.,COMPRESSOR WASH REQUIRED.,6/3/17,7200,REMOVED L/H P3 FILTER & CAPPED LINES.
1161567,2/27/17,2/27/17,N8363C,H30G,7230,engine run rough,c_24,"ENGINE STARTED NORMAL & IDLED NORMAL, BUT WHEN BROUGHT UP TO","ENGINE STARTED NORMAL & IDLED NORMAL, BUT WHEN BROUGHT UP TO",2/27/17,7230,"DISASSEMBLED BAFFLES, INSPECTED & FOUND #1, 3 EXHAUST V"
1161584,2/27/17,2/27/17,N529ND,C172,7200,baffle crack/damage/loose/miss,c_4,MISSING HARDWARE ON R/H BAFFLE & MUFFLER.,MISSING HARDWARE ON R/H BAFFLE & MUFFLER.,2/27/17,7200,REPLACED MISSING HARDWARE ON MUFFLER BAFFLE.
1161585,2/27/17,2/28/17,N522ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,#4 INTAKE TUBE LEAKING @ SUMP.,#4 INTAKE TUBE LEAKING @ SUMP.,2/28/17,7230,LEAK CK GOOD.
1161585,2/27/17,2/28/17,N522ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,#4 INTAKE TUBE LEAKING @ SUMP.,#4 INTAKE TUBE LEAKING @ SUMP.,2/28/17,7230,SWEDGED INTAKE IAW LYCOMING DIRECT DRIVE MANUAL. INSTAL
1161633,2/28/17,1/3/17,N783ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENG #3 INTAKE LEAKING.,L/H ENG #3 INTAKE LEAKING.,1/3/17,7230,REMOVED & REPLACED INTAKE GASKET.
1161633,2/28/17,1/3/17,N783ND,SEMI,7230,rocker cover leak/loose/damage,c_37,R/H ENG #3 ROCKER BOX COVER GASKET LEAKING.,R/H ENG #3 ROCKER BOX COVER GASKET LEAKING.,1/3/17,7230,REMOVED & REPLACED GASKET W/ NEW SILICONE GASKET.
1161653,1/3/17,1/3/17,N525ND,C172,7210,cylinder crack/fail/need part repair,c_14,CYL #2 SUSPECTED OIL LEAK AT BASE.,CYL #2 SUSPECTED OIL LEAK AT BASE.,1/3/17,7210,LEAK CK GOOD.
1161653,1/3/17,1/3/17,N525ND,C172,7210,cylinder crack/fail/need part repair,c_14,CYL #2 SUSPECTED OIL LEAK AT BASE.,CYL #2 SUSPECTED OIL LEAK AT BASE.,1/3/17,7210,RETORQUED #2 CYL BASE NUTS.
1161715,2/3/17,3/3/17,N731ND,ARCH,7200,engine run rough,c_24,MULTIPLE ZIP TIES ON ENGINE MOUNT.,MULTIPLE ZIP TIES ON ENGINE MOUNT.,2/3/17,7200,REMOVED TIES & INSTALLED LACING CORD.
1161721,2/3/17,2/3/17,N526ND,C172,7230,oil cooler need maintenance,c_32,"DURING PREFLIGHT, FOUND OIL LEAKING OUT FROM L/H SIDE OF ENG","DURING PREFLIGHT, FOUND OIL LEAKING OUT FROM L/H SIDE OF ENG",2/3/17,7230,FOUND OIL LEAKING FROM #2 & 4 ROCKER COVERS. REPLACED R
1161734,3/3/17,3/3/17,N536ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,#2 CYL INTAKE TUBE BOLT BROKEN.,#2 CYL INTAKE TUBE BOLT BROKEN.,3/3/17,7230,REMOVED BROKEN BOLT.
1161737,3/3/17,3/23/17,N653ND,C172,7230,spark plug need repair/replace,c_39,SPARK PLUG BAFFLE PLUGS MISSING.,SPARK PLUG BAFFLE PLUGS MISSING.,3/23/17,7230,INSTALLED NEW PLUGS.
1161737,3/3/17,3/23/17,N653ND,C172,7234,cylinder crack/fail/need part repair,c_14,#1 CYL CRACKED.,#1 CYL CRACKED.,3/23/17,7234,SEE W/O #1162266 FOR ENGINE REPLACEMENT.
1161748,3/3/17,3/3/17,N565ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING.,#4 INTAKE LEAKING.,3/3/17,7230,REMOVED & REPLACED GASKET.
1161749,3/3/17,3/3/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,INTAKE #4 LEAKING ON R/H ENGINE.,INTAKE #4 LEAKING ON R/H ENGINE.,3/3/17,7230,REMOVED & REPLACED GASKET.
1161749,3/3/17,3/3/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.","INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",3/3/17,7230,REMOVED & REPLACED GASKETS.
1161758,3/3/17,3/3/17,N559ND,C172,7200,engine run rough,c_24,"AFTER LANDING, BROUGHT POWER TO IDLE, RPM GOT AS LOW AS 530,","AFTER LANDING, BROUGHT POWER TO IDLE, RPM GOT AS LOW AS 530,",3/3/17,7200,"PERFORMED GROUND RUN, ENGINE OPERATED GOOD. NO DEFECTS"
1161761,3/3/17,5/3/17,N558ND,C172,7220,cylinder exhaust valve/stuck valve issue,c_15,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,5/3/17,7230,RAN UP A/C & INSTALLED COWL. OPS & LEAK CK GOOD.
1161761,3/3/17,5/3/17,N558ND,C172,7220,cylinder exhaust valve/stuck valve issue,c_15,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,3/3/17,7220,"PERFORMED COMPRESSION TEST, VERIFIED #4 CYL HAS ZERO CO"
1161761,3/3/17,5/3/17,N558ND,C172,7220,cylinder exhaust valve/stuck valve issue,c_15,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,4/3/17,7230,REAMED #4 CYL EXHAUST GUIDE. DRY TAPPET CLEARANCE CK GO
1161773,4/3/17,6/3/17,N719ND,ARCH,7230,intake tube/bolt/seal/boot loose or damage,c_29,#3 INTAKE TUBE GASKET LEAKING.,#3 INTAKE TUBE GASKET LEAKING.,6/3/17,7230,INSTALLED NEW GASKET.
1161773,4/3/17,6/3/17,N719ND,ARCH,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER BOX COVER GASKETS LEAKING.,#1 & 3 ROCKER BOX COVER GASKETS LEAKING.,6/3/17,7230,INSTALLED NEW GASKETS.
1161784,5/3/17,5/3/17,N515ND,C172,7200,cylinder head/exhaust gas temperature issue,c_16,ACCESSORY HOUSING/VACUUM ADAPTER GASKET LEAKING.,ACCESSORY HOUSING/VACUUM ADAPTER GASKET LEAKING.,5/3/17,7200,INSTALLED NEW GASKET.
1161794,5/3/17,6/3/17,N526ND,C172,7200,aircraft start/external issue,c_1,AIRCRAFT IN GRAFTON. FLAMES ON START UP & BURNED/SOOTED COWL,AIRCRAFT IN GRAFTON. FLAMES ON START UP & BURNED/SOOTED COWL,6/3/17,7200,"DROVE TO GRAFTON & INSPECTED A/C, MUFFLER & AIR INTAKE"
1161798,6/3/17,9/3/17,N781ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENG #3 INTAKE LEAKING.,R/H ENG #3 INTAKE LEAKING.,6/3/17,7230,REPLACED GASKET.
1161798,6/3/17,9/3/17,N781ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENG #3 INTAKE LEAKING.,L/H ENG #3 INTAKE LEAKING.,6/3/17,7230,REMOVED & REPLACED INTAKE GASKET.
1161798,6/3/17,9/3/17,N781ND,SEMI,7230,rocker cover leak/loose/damage,c_37,R/H ENGINE #3 ROCKER COVER LEAKING.,R/H ENGINE #3 ROCKER COVER LEAKING.,6/3/17,7230,REPLACED ROCKER COVER GASKET.
1161829,6/3/17,10/3/17,N654ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,10/3/17,7230,REMOVED & REPLACED GASKET.
1161834,6/3/17,8/3/17,N561ND,C172,7230,baffle crack/damage/loose/miss,c_4,"BAFFLE BY CASE SPLIT, CRACKED.","BAFFLE BY CASE SPLIT, CRACKED.",7/3/17,7230,FABRICATED BAFFLE CONNECTOR PLATE FROM LIKE MATERIAL &
1161836,6/3/17,8/3/17,N567ND,C172,7230,intake gasket leak/damage,c_28,CYL #3 INTAKE GASKET LEAKING.,CYL #3 INTAKE GASKET LEAKING.,7/3/17,7230,REMOVED & REPLACED GASKET.
1161851,8/3/17,10/3/17,N652ND,C172,7250,oil cooler need maintenance,c_32,LWR BOLT (O/B) FOR OIL COOLER FLANGE LOOSE CRACKED.,LWR BOLT (O/B) FOR OIL COOLER FLANGE LOOSE CRACKED.,8/3/17,7250,CLEANED & INSP - NO CRACKS. ASSEBLED BOLT BACK IN PLACE
1161871,8/3/17,3/14/17,N687ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENGINE CYL #3 INTAKE GASKET LEAKING.,R/H ENGINE CYL #3 INTAKE GASKET LEAKING.,9/3/17,7230,INSTALLED NEW GASKET.
1161875,8/3/17,10/3/17,N528ND,C172,7230,baffle crack/damage/loose/miss,c_4,LONG BAFFLE TIE ROD CRACKED.,LONG BAFFLE TIE ROD CRACKED.,9/3/17,7230,REPLACED BAFFLE TIE ROD.
1161875,8/3/17,10/3/17,N528ND,C172,7230,engine run rough,c_24,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,10/3/17,7230,COMPLETED REASSEMBLY.
1161875,8/3/17,10/3/17,N528ND,C172,7230,engine run rough,c_24,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,10/3/17,7230,"RAN A/C, OPS & LEAK CK GOOD."
1161875,8/3/17,10/3/17,N528ND,C172,7230,engine run rough,c_24,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,8/3/17,7230,"RAN A/C, VERIFIED ENGINE RUNS ROUGH."
1161875,8/3/17,10/3/17,N528ND,C172,7230,engine run rough,c_24,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,8/3/17,7230,"PERFORMED COMPRESSION TEST, FOUND #4 CYL 0/80. BORESCOP"
1161875,8/3/17,10/3/17,N528ND,C172,7230,engine run rough,c_24,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,ENGINE VERY ROUGH AFTER START - DOES NOT RUN AT IDLE.,9/3/17,7230,"REPLACED #4 CYL W/ NEW ASSY, TORQUED TO CASE. DRY TAPPE"
1161891,9/3/17,9/3/17,N769ND,ARCH,7200,pilot/in-flight noticed issue,c_36,PILOT REQUIRES START ASSIST.,PILOT REQUIRES START ASSIST.,9/3/17,7200,STARTED A/C.
1161904,9/3/17,3/20/17,N513ND,C172,7200,cylinder crack/fail/need part repair,c_14,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,3/15/17,7230,CONTINUED REASSEMBLY.
1161904,9/3/17,3/20/17,N513ND,C172,7200,cylinder crack/fail/need part repair,c_14,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,9/3/17,7200,REMOVED COWL/EXHAUST-WIRING.
1161904,9/3/17,3/20/17,N513ND,C172,7200,cylinder crack/fail/need part repair,c_14,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,10/3/17,7200,REMOVED REMAINING BAFFLES. REMOVED CYLINDERS & CONNECTI
1161904,9/3/17,3/20/17,N513ND,C172,7200,cylinder crack/fail/need part repair,c_14,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,3/14/17,7200,BEGAN ASSY OF ENGINE BY INSTALLED NEW CONNECTING RODS &
1161904,9/3/17,3/20/17,N513ND,C172,7200,cylinder crack/fail/need part repair,c_14,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,MANUFACTURER REQUESTED CONNECTING ROD EXCHANGE.,3/19/17,7230,SEE PD #3 FOR COMPLETION OF ROCKER INSTALLATION. ASSY C
1161904,9/3/17,3/20/17,N513ND,C172,7230,rocker cover leak/loose/damage,c_37,"#3 EX, #4 IN, #4 EX PUSH ROD TIPS GALLED & ROCKER ARMS.","#3 EX, #4 IN, #4 EX PUSH ROD TIPS GALLED & ROCKER ARMS.",3/15/17,7230,INSTALLED NEW PUSH RODS. WAITING ON ROCKER ARMS.
1161904,9/3/17,3/20/17,N513ND,C172,7230,rocker cover leak/loose/damage,c_37,"#3 EX, #4 IN, #4 EX PUSH ROD TIPS GALLED & ROCKER ARMS.","#3 EX, #4 IN, #4 EX PUSH ROD TIPS GALLED & ROCKER ARMS.",3/18/17,7230,COMPLETED INSTALLATION OF ROCKER ARMS (DRY CLEARANCE OK
1161929,10/3/17,11/3/17,N538ND,C172,7230,engine run rough,c_24,ENGINE RUNS ROUGH ON RUN UP.,ENGINE RUNS ROUGH ON RUN UP.,11/3/17,7230,ENGINE RUN SMOOTH ON RUN UP. OPS & LEAK CK GOOD.
1161929,10/3/17,11/3/17,N538ND,C172,7230,engine run rough,c_24,ENGINE RUNS ROUGH ON RUN UP.,ENGINE RUNS ROUGH ON RUN UP.,10/3/17,7230,"REAMED ALL 4 EXHAUST VALVES, CLEARANCES CK'ED GOOD; CYL"
1161930,10/3/17,3/13/17,N575ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,10/3/17,7230,REMOVED & REPLACED GASKET.
1161957,11/3/17,11/3/17,N655ND,C172,7200,engine run rough,c_24,ENGINE WOULD SPUTTER WHEN GOING FROM IDLE TO FULL THROTTLE.,ENGINE WOULD SPUTTER WHEN GOING FROM IDLE TO FULL THROTTLE.,11/3/17,7200,"RAN UP A/C, WARMED TO OPERATING TEMP. NO DEFECTS NOTED."
1161967,12/3/17,3/17/17,N655ND,C172,7200,engine run rough,c_24,"ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T","ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T",12/3/17,7230,REMOVED COWL & SPARK PLUG LEADS. OBSERVED CRACK ACROSS
1161967,12/3/17,3/17/17,N655ND,C172,7200,engine run rough,c_24,"ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T","ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T",3/16/17,7230,COMPLETED TRANSFERRING SERVICEABLE COMPONENTS. INSTALLE
1161967,12/3/17,3/17/17,N655ND,C172,7200,engine run rough,c_24,"ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T","ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T",3/16/17,7230,REMOVED ENGINE IAW CESSNA MM. STARTED TRANSFERRING COMP
1161967,12/3/17,3/17/17,N655ND,C172,7200,engine run rough,c_24,"ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T","ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T",3/16/17,7230,REMOVED SPARK PLUGS. SERVICED W/ 8 QTS MINERAL OIL. PRE
1161967,12/3/17,3/17/17,N655ND,C172,7200,engine run rough,c_24,"ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T","ROUGH RUNNING ENGINE IN FLIGHT. PARTIAL POWER LOSS, LITTLE T",3/17/17,7230,"COMPLETED ROUTING & SECURING LINES, WIRES, CABLES & HOS"
1161975,3/13/17,3/15/17,N548ND,C172,7230,engine failure/fire/time out,c_21,#4 CYL RUNS COLD & ENGINE SHAKES VIOLENTLY.,#4 CYL RUNS COLD & ENGINE SHAKES VIOLENTLY.,3/14/17,7230,STARTED INSTALLATION OF NEW #4 CYLINDER. TORQUED BASE N
1161975,3/13/17,3/15/17,N548ND,C172,7230,engine failure/fire/time out,c_21,#4 CYL RUNS COLD & ENGINE SHAKES VIOLENTLY.,#4 CYL RUNS COLD & ENGINE SHAKES VIOLENTLY.,3/15/17,7230,"INSTALLED PUSH RODS, ROCKERS. TAPPET CLEARANCE CK'ED OK"
1161979,3/13/17,3/13/17,N593ND,SEMI,6120,oil cooler need maintenance,c_32,"R/H GOVERNOR IS STILL LEAKING, SAME AS 3/10/17. VISIBLE OIL","R/H GOVERNOR IS STILL LEAKING, SAME AS 3/10/17. VISIBLE OIL",3/13/17,7200,ALSO FOUND LIFT RING BOLT LEAKING OIL ON ENGINE CASE. R
1161988,3/13/17,3/13/17,N559ND,C172,7230,baffle mount loose/damage,c_5,NUT IS MISSING ON CYL #3 AFT BAFFLE MOUNT.,NUT IS MISSING ON CYL #3 AFT BAFFLE MOUNT.,3/13/17,7230,"REMOVED AFT CYL #3 BAFFLE, PATCHED BAFFLE IAW CESSNA SR"
1162013,3/13/17,3/14/17,N586ND,SEMI,561,engine carburetor need maintenance,c_19,R/H CARB HEAT SHROUD HAS A BROKEN TAB.,R/H CARB HEAT SHROUD HAS A BROKEN TAB.,3/14/17,7200,REMOVED & REPLACED CARB HEAT SHROUD.
1162013,3/13/17,3/14/17,N586ND,SEMI,7230,intake gasket leak/damage,c_28,#2 & 4 INTAKE GASKETS LEAKING (L/H ENGINE).,#2 & 4 INTAKE GASKETS LEAKING (L/H ENGINE).,3/14/17,7230,REMOVED & REPLACED W/ NEW GASKETS.
1162013,3/13/17,3/14/17,N586ND,SEMI,7230,rocker cover leak/loose/damage,c_37,"1, 2, 4 ROCKER COVER GASKETS LEAKING (L/H ENGINE).","1, 2, 4 ROCKER COVER GASKETS LEAKING (L/H ENGINE).",3/14/17,7230,REMOVED & REPLACED GASKETS.
1162014,3/13/17,3/14/17,N785ND,SEMI,7100,engine run rough,c_24,"ROUGHNESS ON R/H ENGINE. SUSPECT CARB ICE, BUT CARB HEAT DID","ROUGHNESS ON R/H ENGINE. SUSPECT CARB ICE, BUT CARB HEAT DID",3/13/17,7230,PERFORMED COMPRESSION CK - ALL CYLINDERS WERE W/IN LIMI
1162016,3/14/17,3/14/17,N526ND,C172,7230,intake gasket leak/damage,c_28,2 & 4 INTAKES LEAKING.,2 & 4 INTAKES LEAKING.,3/14/17,7230,REPLACED GASKETS.
1162030,3/14/17,3/14/17,N652ND,C172,7200,engine run rough,c_24,"IMMEDIATELY AFTER ENGINE START, HAD ENGINE ROUGHNESS.","IMMEDIATELY AFTER ENGINE START, HAD ENGINE ROUGHNESS.",3/14/17,7200,"RAN A/C, NO ROUGHNESS NOTED. ALL CHECKS GOOD."
1162041,3/14/17,3/21/17,N782ND,SEMI,7200,oil dipstick/tube need repair,c_33,RIGHT ENGINE DIPSTICK TUBE SAFETY IS LOOSE.,RIGHT ENGINE DIPSTICK TUBE SAFETY IS LOOSE.,3/14/17,7200,TIGHTENED & RESAFETIED TUBE.
1162041,3/14/17,3/21/17,N782ND,SEMI,7230,rocker cover leak/loose/damage,c_37,RIGHT ENGINE CYL #3 ROCKER COVER GASKET LEAKING.,RIGHT ENGINE CYL #3 ROCKER COVER GASKET LEAKING.,3/14/17,7230,REMOVED & REPLACED GASKET.
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,7/4/17,7200,"RAN UP A/C, OPS & LEAK CK GOOD."
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,3/30/17,7200,FOUND NUMEROUS SPECKS OF NON-FERROUS METAL IN OIL. BEGA
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,3/31/17,7200,COMPLETED REMOVAL OF ENGINE. STARTED REMOVING BAFFLES &
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,4/4/17,7200,BEGAN TRANSFERRING BAFFLES & FITTINGS TO O/H ENGINE S/N
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,5/4/17,7200,COMPLETED BUILD UP OF O/H ENGINE. INSTALLED ENGNIE TO A
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,6/4/17,7200,"COMPLETED INSTALLATION OF FUEL, OIL & ELECTRICAL LINES."
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,7/4/17,7200,"PRE-OILED OVERHAULED ENGINE. INSTALED SPARK PLUGS, LEAD"
1162046,3/14/17,10/4/17,N8363C,H30G,7600,engine idle/rpm issue,c_22,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,HIGH FREQUENCY VIBRATION FELT WHILE RUNNING UP AT 2000 RPM.,10/4/17,7200,INSTALLED  COWLING. PERFORMED GROUND RUN. ADJUSTED IDLE
1162050,3/14/17,3/15/17,N521ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE GASKET IS LEAKING.,#3 INTAKE GASKET IS LEAKING.,3/15/17,7230,REPLACED GASKET.
1162070,3/15/17,3/15/17,N522ND,C172,7230,baffle seal loose/damage,c_9,L/H FWD BAFFLE SEAL LOOSE.,L/H FWD BAFFLE SEAL LOOSE.,3/15/17,7230,REATTACHED BAFFLE SEAL.
1162082,3/15/17,3/15/17,N546ND,C172,7230,oil return line issue,c_35,#4 OIL RETURN LINE HOSE CLAMP IS LOOSE.,#4 OIL RETURN LINE HOSE CLAMP IS LOOSE.,3/15/17,7230,TIGHTENED LOOSE OIL RETURN LINE CLAMP.
1162085,3/15/17,3/16/17,N593ND,SEMI,7230,baffle seal loose/damage,c_9,L/H #2 FRONT BAFFLE HAS 2 WORN SEALS.,L/H #2 FRONT BAFFLE HAS 2 WORN SEALS.,3/16/17,7230,FABRICATED NEW SEALS & SECURED.
1162085,3/15/17,3/16/17,N593ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENGINE #3 INTAKE GASKET LEAKING.,R/H ENGINE #3 INTAKE GASKET LEAKING.,3/16/17,7230,REMOVED & REPLACED W/ NEW GASKET.
1162085,3/15/17,3/16/17,N593ND,SEMI,7230,intake gasket leak/damage,c_28,"L/H ENGINE, ALL 4 INTAKE GASKETS ARE LEAKING.","L/H ENGINE, ALL 4 INTAKE GASKETS ARE LEAKING.",3/16/17,7230,INSTALLED NEW INTAKE GASKETS.
1162085,3/15/17,3/16/17,N593ND,SEMI,7200,oil cooler need maintenance,c_32,SMALL AMOUNT OF METAL FOUND IN R/H ENGINE OIL FILTER.,SMALL AMOUNT OF METAL FOUND IN R/H ENGINE OIL FILTER.,3/16/17,7200,"IAW LYCOMING SI 1492D, OIL CHANGE & FILTER INSP REQUIRE"
1162086,3/15/17,3/16/17,N525ND,C172,7230,,c_5,R/H AFT ENGINE BAFFLE MOUNTING SCREW LOOSE.,R/H AFT ENGINE BAFFLE MOUNTING SCREW LOOSE.,3/16/17,7230,TIGHTENED SCREW.
1162095,3/16/17,3/16/17,N680ND,SEMI,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING ON L/H ENGINE.,#3 INTAKE LEAKING ON L/H ENGINE.,3/16/17,7230,REMOVED & REPLACED GASKET.
